Reference,Species_record_id,NODCCODE,Scientificname.x,N,Length_record_id,Length,Bio_Reference_FK,TSN.x,Spec_no,CrewID,RigNo,FisherRecordID,FisherFIshID,Estuary,SamplingDate,Gear,Latitude,Longitude,StartDepth,Sex,SL,FL,TL,TotalWeight,Source,SamplingProgram,SourceDataTable,Flag_LWDataField,Otolith,FishHealth,Genetics,Histology,Mercury,Tagged,Guts,Other,SANPrimaryKey,Hg_bottle_number,TSN.y,spp_code,Scientificname.y,Commonname,Manufactured_nodccode,Manufactured_tsn,spp_code_old
ANM2004100103,14,8826020103,Prionotus scitulus,1,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166976,Pri. scitulus,Prionotus scitulus,Leopard Searobin,FALSE,FALSE,P. scitulus
ANM2004100103,4,8835021002,Diplectrum formosum,3,1,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167793,Dip. formosum,Diplectrum formosum,Sand Perch,FALSE,FALSE,D. formosum
ANM2004100103,4,8835021002,Diplectrum formosum,3,2,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167793,Dip. formosum,Diplectrum formosum,Sand Perch,FALSE,FALSE,D. formosum
ANM2004100103,5,8835021002,Diplectrum formosum,3,1,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167793,Dip. formosum,Diplectrum formosum,Sand Perch,FALSE,FALSE,D. formosum
ANM2004100103,17,8835390100,Eucinostomus spp.,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169014,Eucinostomus spp.,Eucinostomus spp.,Eucinostomus,FALSE,FALSE,Eucinostomus spp.
ANM2004100103,7,8835390102,Eucinostomus gula,2,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169016,Euc. gula,Eucinostomus gula,Silver Jenny,FALSE,FALSE,E. gula
ANM2004100103,7,8835390102,Eucinostomus gula,2,2,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169016,Euc. gula,Eucinostomus gula,Silver Jenny,FALSE,FALSE,E. gula
ANM2004100103,12,8835400102,Haemulon plumierii,1,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613026,Hae. plumierii,Haemulon plumierii,White Grunt,FALSE,FALSE,H. plumieri
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,1,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,2,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,3,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,4,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,5,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,6,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,2,8835400201,Orthopristis chrysoptera,7,7,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169077,Ort. chrysoptera,Orthopristis chrysoptera,Pigfish,FALSE,FALSE,O. chrysoptera
ANM2004100103,3,8835430201,Lagodon rhomboides,27,1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169187,Lag. rhomboides,Lagodon rhomboides,Pinfish,FALSE,FALSE,L. rhomboides
ANM2004100103,3,8835430201,Lagodon rhomboides,27,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169187,Lag. rhomboides,Lagodon rhomboides,Pinfish,FALSE,FALSE,L. rhomboides
